Product,Lens_Design,Rx_Type,Frame_Type_Plus,Frame_Type_Minus,Index,,Clear_Photo_Tint_Pol,Extra_Note,,Uv_400_Rm,Blf_Rm,,Intro,Spacer,Description1,Description2,Description3
Thin Basic Progressive Vision,Custom MF,"Plus, Minus",Full Only,Full Only,1.56,1.56 index is a slightly thinner material.,Tint,Any Colour,Can be tinted to any colour.,1300,1500,Basic progressive lenses that are good for low power addition,These lenses are, ,Basic progressive lenses that are good for low power addition,Can be tinted to any colour.,1.56 index is a slightly thinner material.
Thin Basic Progressive Vision,Custom MF,"Plus, Minus",Full Only,Full Only,1.56,1.56 index is a slightly thinner material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,1200,1500,Basic progressive lenses that are good for low power addition,These lenses are, ,Basic progressive lenses that are good for low power addition,Changes to grey in the sun and back to clear when indoor.,1.56 index is a slightly thinner material.
Thin Basic Progressive Vision,Custom MF,"Plus, Minus",Full Only,Full Only,1.56,1.56 index is a slightly thinner material.,Photo,"Grey, Brown, Green, Pink, Blue","Changes to grey, brown, green, pink or blue in the sun and back to clear when indoor.",-,1700,Basic progressive lenses that are good for low power addition,These lenses are, ,Basic progressive lenses that are good for low power addition,"Changes to grey, brown, green, pink or blue in the sun and back to clear when indoor.",1.56 index is a slightly thinner material.
Thin Basic Progressive Vision,Custom MF,"Plus, Minus",Full Only,Full Only,1.56,1.56 index is a slightly thinner material.,Clear,-,Clear transparent lenses.,1100,1300,Basic progressive lenses that are good for low power addition,These lenses are, ,Basic progressive lenses that are good for low power addition,Clear transparent lenses.,1.56 index is a slightly thinner material.
Thin Basic Progressive Vision,Custom MF,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.6,1.6 index is a thinner material.,Tint,Any Colour,Can be tinted to any colour.,1400,1600,Basic progressive lenses that are good for low power addition,These lenses are, ,Basic progressive lenses that are good for low power addition,Can be tinted to any colour.,1.6 index is a thinner material.
Thin Basic Progressive Vision,Custom MF,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.6,1.6 index is a thinner material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,-,1800,Basic progressive lenses that are good for low power addition,These lenses are, ,Basic progressive lenses that are good for low power addition,Changes to grey in the sun and back to clear when indoor.,1.6 index is a thinner material.
Thin Basic Progressive Vision,Custom MF,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.6,1.6 index is a thinner material.,Clear,-,Clear transparent lenses.,1200,1400,Basic progressive lenses that are good for low power addition,These lenses are, ,Basic progressive lenses that are good for low power addition,Clear transparent lenses.,1.6 index is a thinner material.
Thin Basic Progressive Vision,Custom MF,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.6,1.6 index is a thinner material.,Pol,Grey,Polarize available in grey colour.,1500,-,Basic progressive lenses that are good for low power addition,These lenses are, ,Basic progressive lenses that are good for low power addition,Polarize available in grey colour.,1.6 index is a thinner material.
Thin Basic Progressive Vision,Custom MF,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.67,1.67 index is an ultra thin material.,Tint,Any Colour,Can be tinted to any colour.,1800,1900,Basic progressive lenses that are good for low power addition,These lenses are, ,Basic progressive lenses that are good for low power addition,Can be tinted to any colour.,1.67 index is an ultra thin material.
Thin Basic Progressive Vision,Custom MF,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.67,1.67 index is an ultra thin material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,-,2400,Basic progressive lenses that are good for low power addition,These lenses are, ,Basic progressive lenses that are good for low power addition,Changes to grey in the sun and back to clear when indoor.,1.67 index is an ultra thin material.
Thin Basic Progressive Vision,Custom MF,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.67,1.67 index is an ultra thin material.,Clear,-,Clear transparent lenses.,1600,1700,Basic progressive lenses that are good for low power addition,These lenses are, ,Basic progressive lenses that are good for low power addition,Clear transparent lenses.,1.67 index is an ultra thin material.
Thin Basic Progressive Vision,Custom MF,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.67,1.67 index is an ultra thin material.,Pol,Grey,Polarize available in grey colour.,2000,-,Basic progressive lenses that are good for low power addition,These lenses are, ,Basic progressive lenses that are good for low power addition,Polarize available in grey colour.,1.67 index is an ultra thin material.
Thin Basic Progressive Vision,Custom MF,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.74,1.74 index is the thinnest material.,Tint,Any Colour,Can be tinted to any colour.,2700,-,Basic progressive lenses that are good for low power addition,These lenses are, ,Basic progressive lenses that are good for low power addition,Can be tinted to any colour.,1.74 index is the thinnest material.
Thin Basic Progressive Vision,Custom MF,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.74,1.74 index is the thinnest material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,-,3200,Basic progressive lenses that are good for low power addition,These lenses are, ,Basic progressive lenses that are good for low power addition,Changes to grey in the sun and back to clear when indoor.,1.74 index is the thinnest material.
Thin Basic Progressive Vision,Custom MF,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.74,1.74 index is the thinnest material.,Clear,-,Clear transparent lenses.,2500,2600,Basic progressive lenses that are good for low power addition,These lenses are, ,Basic progressive lenses that are good for low power addition,Clear transparent lenses.,1.74 index is the thinnest material.
Thin Basic Progressive Vision,Custom MF,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",Polycarb,Polycarb is a thin material that does not break easily.,Tint,Any Colour,Can be tinted to any colour.,1600,-,Basic progressive lenses that are good for low power addition,These lenses are, ,Basic progressive lenses that are good for low power addition,Can be tinted to any colour.,Polycarb is a thin material that does not break easily.
Thin Basic Progressive Vision,Custom MF,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",Polycarb,Polycarb is a thin material that does not break easily.,Clear,-,Clear transparent lenses.,1400,1600,Basic progressive lenses that are good for low power addition,These lenses are, ,Basic progressive lenses that are good for low power addition,Clear transparent lenses.,Polycarb is a thin material that does not break easily.
Thin Basic Progressive Vision,Custom MF,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",Trivex,Trivex is a material that does not break easily.,Tint,Any Colour,Can be tinted to any colour.,1500,-,Basic progressive lenses that are good for low power addition,These lenses are, ,Basic progressive lenses that are good for low power addition,Can be tinted to any colour.,Trivex is a material that does not break easily.
Thin Basic Progressive Vision,Custom MF,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",Trivex,Trivex is a material that does not break easily.,Clear,-,Clear transparent lenses.,1300,1500,Basic progressive lenses that are good for low power addition,These lenses are, ,Basic progressive lenses that are good for low power addition,Clear transparent lenses.,Trivex is a material that does not break easily.
MXKid Single Vision Myo,Custom Myo,Minus,-,Full Only,1.56,1.56 index is a slightly thinner material.,Clear,-,Clear transparent lenses.,1000,1100,The myopia control lenses that have peripheral defocus using many smaller lenses,These lenses are, ,The myopia control lenses that have peripheral defocus using many smaller lenses,Clear transparent lenses.,1.56 index is a slightly thinner material.
MXKid Single Vision Myo,Custom Myo,Minus,-,"Full, Half, Rimless",1.6,1.6 index is a thinner material.,Clear,-,Clear transparent lenses.,1200,1300,The myopia control lenses that have peripheral defocus using many smaller lenses,These lenses are, ,The myopia control lenses that have peripheral defocus using many smaller lenses,Clear transparent lenses.,1.6 index is a thinner material.
MXKid Single Vision Myo,Custom Myo,Minus,-,"Full, Half, Rimless",1.67,1.67 index is an ultra thin material.,Clear,-,Clear transparent lenses.,1600,1700,The myopia control lenses that have peripheral defocus using many smaller lenses,These lenses are, ,The myopia control lenses that have peripheral defocus using many smaller lenses,Clear transparent lenses.,1.67 index is an ultra thin material.
MXKid Single Vision Myo,Custom Myo,Minus,-,"Full, Half, Rimless",Polycarb,Polycarb is a thin material that does not break easily.,Clear,-,Clear transparent lenses.,1100,1300,The myopia control lenses that have peripheral defocus using many smaller lenses,These lenses are, ,The myopia control lenses that have peripheral defocus using many smaller lenses,Clear transparent lenses.,Polycarb is a thin material that does not break easily.
Myocraft Single Vision Myo,Custom Myo,Minus,-,Full Only,1.5,1.5 index is a basic density material.,Tint,Any Colour,Can be tinted to any colour.,1100,-,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,These lenses are, ,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,Can be tinted to any colour.,1.5 index is a basic density material.
Myocraft Single Vision Myo,Custom Myo,Minus,-,Full Only,1.5,1.5 index is a basic density material.,Clear,-,Clear transparent lenses.,900,-,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,These lenses are, ,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,Clear transparent lenses.,1.5 index is a basic density material.
Myocraft Single Vision Myo,Custom Myo,Minus,-,Full Only,1.56,1.56 index is a slightly thinner material.,Tint,Any Colour,Can be tinted to any colour.,1200,1400,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,These lenses are, ,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,Can be tinted to any colour.,1.56 index is a slightly thinner material.
Myocraft Single Vision Myo,Custom Myo,Minus,-,Full Only,1.56,1.56 index is a slightly thinner material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,1100,1400,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,These lenses are, ,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,Changes to grey in the sun and back to clear when indoor.,1.56 index is a slightly thinner material.
Myocraft Single Vision Myo,Custom Myo,Minus,-,Full Only,1.56,1.56 index is a slightly thinner material.,Photo,"Grey, Brown, Green, Pink, Blue","Changes to grey, brown, green, pink or blue in the sun and back to clear when indoor.",-,1600,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,These lenses are, ,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,"Changes to grey, brown, green, pink or blue in the sun and back to clear when indoor.",1.56 index is a slightly thinner material.
Myocraft Single Vision Myo,Custom Myo,Minus,-,Full Only,1.56,1.56 index is a slightly thinner material.,Clear,-,Clear transparent lenses.,1000,1200,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,These lenses are, ,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,Clear transparent lenses.,1.56 index is a slightly thinner material.
Myocraft Single Vision Myo,Custom Myo,Minus,-,"Full, Half, Rimless",1.6,1.6 index is a thinner material.,Tint,Any Colour,Can be tinted to any colour.,1300,1500,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,These lenses are, ,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,Can be tinted to any colour.,1.6 index is a thinner material.
Myocraft Single Vision Myo,Custom Myo,Minus,-,"Full, Half, Rimless",1.6,1.6 index is a thinner material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,-,1700,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,These lenses are, ,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,Changes to grey in the sun and back to clear when indoor.,1.6 index is a thinner material.
Myocraft Single Vision Myo,Custom Myo,Minus,-,"Full, Half, Rimless",1.6,1.6 index is a thinner material.,Clear,-,Clear transparent lenses.,1100,1300,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,These lenses are, ,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,Clear transparent lenses.,1.6 index is a thinner material.
Myocraft Single Vision Myo,Custom Myo,Minus,-,"Full, Half, Rimless",1.67,1.67 index is an ultra thin material.,Tint,Any Colour,Can be tinted to any colour.,1700,1800,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,These lenses are, ,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,Can be tinted to any colour.,1.67 index is an ultra thin material.
Myocraft Single Vision Myo,Custom Myo,Minus,-,"Full, Half, Rimless",1.67,1.67 index is an ultra thin material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,-,2300,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,These lenses are, ,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,Changes to grey in the sun and back to clear when indoor.,1.67 index is an ultra thin material.
Myocraft Single Vision Myo,Custom Myo,Minus,-,"Full, Half, Rimless",1.67,1.67 index is an ultra thin material.,Clear,-,Clear transparent lenses.,1500,1600,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,These lenses are, ,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,Clear transparent lenses.,1.67 index is an ultra thin material.
Myocraft Single Vision Myo,Custom Myo,Minus,-,"Full, Half, Rimless",1.74,1.74 index is the thinnest material.,Tint,Any Colour,Can be tinted to any colour.,2600,-,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,These lenses are, ,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,Can be tinted to any colour.,1.74 index is the thinnest material.
Myocraft Single Vision Myo,Custom Myo,Minus,-,"Full, Half, Rimless",1.74,1.74 index is the thinnest material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,-,3100,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,These lenses are, ,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,Changes to grey in the sun and back to clear when indoor.,1.74 index is the thinnest material.
Myocraft Single Vision Myo,Custom Myo,Minus,-,"Full, Half, Rimless",1.74,1.74 index is the thinnest material.,Clear,-,Clear transparent lenses.,2400,2500,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,These lenses are, ,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,Clear transparent lenses.,1.74 index is the thinnest material.
Myocraft Single Vision Myo,Custom Myo,Minus,-,"Full, Half, Rimless",Polycarb,Polycarb is a thin material that does not break easily.,Tint,Any Colour,Can be tinted to any colour.,1500,-,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,These lenses are, ,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,Can be tinted to any colour.,Polycarb is a thin material that does not break easily.
Myocraft Single Vision Myo,Custom Myo,Minus,-,"Full, Half, Rimless",Polycarb,Polycarb is a thin material that does not break easily.,Clear,-,Clear transparent lenses.,1300,1500,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,These lenses are, ,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,Clear transparent lenses.,Polycarb is a thin material that does not break easily.
Myocraft Single Vision Myo,Custom Myo,Minus,-,"Full, Half, Rimless",Trivex,Trivex is a material that does not break easily.,Tint,Any Colour,Can be tinted to any colour.,1400,-,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,These lenses are, ,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,Can be tinted to any colour.,Trivex is a material that does not break easily.
Myocraft Single Vision Myo,Custom Myo,Minus,-,"Full, Half, Rimless",Trivex,Trivex is a material that does not break easily.,Clear,-,Clear transparent lenses.,1200,1400,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,These lenses are, ,A different type of myopia control lenses that has peripheral defocus but not the central middle and central lower,Clear transparent lenses.,Trivex is a material that does not break easily.
Office Progressive Vision,Custom OP,"Plus, Minus",Full Only,Full Only,1.5,1.5 index is a basic density material.,Tint,Any Colour,Can be tinted to any colour.,1100,-,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,These lenses are, ,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,Can be tinted to any colour.,1.5 index is a basic density material.
Office Progressive Vision,Custom OP,"Plus, Minus",Full Only,Full Only,1.5,1.5 index is a basic density material.,Clear,-,Clear transparent lenses.,900,-,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,These lenses are, ,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,Clear transparent lenses.,1.5 index is a basic density material.
Office Progressive Vision,Custom OP,"Plus, Minus",Full Only,Full Only,1.56,1.56 index is a slightly thinner material.,Tint,Any Colour,Can be tinted to any colour.,1200,1400,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,These lenses are, ,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,Can be tinted to any colour.,1.56 index is a slightly thinner material.
Office Progressive Vision,Custom OP,"Plus, Minus",Full Only,Full Only,1.56,1.56 index is a slightly thinner material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,1100,1400,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,These lenses are, ,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,Changes to grey in the sun and back to clear when indoor.,1.56 index is a slightly thinner material.
Office Progressive Vision,Custom OP,"Plus, Minus",Full Only,Full Only,1.56,1.56 index is a slightly thinner material.,Photo,"Grey, Brown, Green, Pink, Blue","Changes to grey, brown, green, pink or blue in the sun and back to clear when indoor.",-,1600,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,These lenses are, ,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,"Changes to grey, brown, green, pink or blue in the sun and back to clear when indoor.",1.56 index is a slightly thinner material.
Office Progressive Vision,Custom OP,"Plus, Minus",Full Only,Full Only,1.56,1.56 index is a slightly thinner material.,Clear,-,Clear transparent lenses.,1000,1200,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,These lenses are, ,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,Clear transparent lenses.,1.56 index is a slightly thinner material.
Office Progressive Vision,Custom OP,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.6,1.6 index is a thinner material.,Tint,Any Colour,Can be tinted to any colour.,1300,1500,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,These lenses are, ,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,Can be tinted to any colour.,1.6 index is a thinner material.
Office Progressive Vision,Custom OP,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.6,1.6 index is a thinner material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,-,1700,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,These lenses are, ,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,Changes to grey in the sun and back to clear when indoor.,1.6 index is a thinner material.
Office Progressive Vision,Custom OP,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.6,1.6 index is a thinner material.,Clear,-,Clear transparent lenses.,1100,1300,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,These lenses are, ,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,Clear transparent lenses.,1.6 index is a thinner material.
Office Progressive Vision,Custom OP,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.67,1.67 index is an ultra thin material.,Tint,Any Colour,Can be tinted to any colour.,1700,1800,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,These lenses are, ,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,Can be tinted to any colour.,1.67 index is an ultra thin material.
Office Progressive Vision,Custom OP,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.67,1.67 index is an ultra thin material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,-,2300,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,These lenses are, ,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,Changes to grey in the sun and back to clear when indoor.,1.67 index is an ultra thin material.
Office Progressive Vision,Custom OP,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.67,1.67 index is an ultra thin material.,Clear,-,Clear transparent lenses.,1500,1600,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,These lenses are, ,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,Clear transparent lenses.,1.67 index is an ultra thin material.
Office Progressive Vision,Custom OP,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.74,1.74 index is the thinnest material.,Tint,Any Colour,Can be tinted to any colour.,2600,-,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,These lenses are, ,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,Can be tinted to any colour.,1.74 index is the thinnest material.
Office Progressive Vision,Custom OP,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.74,1.74 index is the thinnest material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,-,3100,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,These lenses are, ,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,Changes to grey in the sun and back to clear when indoor.,1.74 index is the thinnest material.
Office Progressive Vision,Custom OP,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.74,1.74 index is the thinnest material.,Clear,-,Clear transparent lenses.,2400,2500,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,These lenses are, ,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,Clear transparent lenses.,1.74 index is the thinnest material.
Office Progressive Vision,Custom OP,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",Polycarb,Polycarb is a thin material that does not break easily.,Tint,Any Colour,Can be tinted to any colour.,1500,-,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,These lenses are, ,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,Can be tinted to any colour.,Polycarb is a thin material that does not break easily.
Office Progressive Vision,Custom OP,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",Polycarb,Polycarb is a thin material that does not break easily.,Clear,-,Clear transparent lenses.,1300,1500,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,These lenses are, ,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,Clear transparent lenses.,Polycarb is a thin material that does not break easily.
Office Progressive Vision,Custom OP,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",Trivex,Trivex is a material that does not break easily.,Tint,Any Colour,Can be tinted to any colour.,1400,-,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,These lenses are, ,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,Can be tinted to any colour.,Trivex is a material that does not break easily.
Office Progressive Vision,Custom OP,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",Trivex,Trivex is a material that does not break easily.,Clear,-,Clear transparent lenses.,1200,1400,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,These lenses are, ,Progressive lenses that are designed for coverage on the workarea; between 100cm to 30cm,Clear transparent lenses.,Trivex is a material that does not break easily.
Atoric Single Vision Sv,Custom Sv,"Plus, Minus",Full Only,Full Only,1.56,1.56 index is a slightly thinner material.,Tint,Any Colour,Can be tinted to any colour.,1150,1150,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,These lenses are, ,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,Can be tinted to any colour.,1.56 index is a slightly thinner material.
Atoric Single Vision Sv,Custom Sv,"Plus, Minus",Full Only,Full Only,1.56,1.56 index is a slightly thinner material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,1450,1450,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,These lenses are, ,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,Changes to grey in the sun and back to clear when indoor.,1.56 index is a slightly thinner material.
Atoric Single Vision Sv,Custom Sv,"Plus, Minus",Full Only,Full Only,1.56,1.56 index is a slightly thinner material.,Clear,-,Clear transparent lenses.,950,950,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,These lenses are, ,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,Clear transparent lenses.,1.56 index is a slightly thinner material.
Atoric Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.6,1.6 index is a thinner material.,Tint,Any Colour,Can be tinted to any colour.,1250,1250,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,These lenses are, ,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,Can be tinted to any colour.,1.6 index is a thinner material.
Atoric Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.6,1.6 index is a thinner material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,1550,1550,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,These lenses are, ,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,Changes to grey in the sun and back to clear when indoor.,1.6 index is a thinner material.
Atoric Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.6,1.6 index is a thinner material.,Clear,-,Clear transparent lenses.,1050,1050,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,These lenses are, ,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,Clear transparent lenses.,1.6 index is a thinner material.
Atoric Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.67,1.67 index is an ultra thin material.,Tint,Any Colour,Can be tinted to any colour.,1450,1450,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,These lenses are, ,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,Can be tinted to any colour.,1.67 index is an ultra thin material.
Atoric Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.67,1.67 index is an ultra thin material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,1750,1750,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,These lenses are, ,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,Changes to grey in the sun and back to clear when indoor.,1.67 index is an ultra thin material.
Atoric Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.67,1.67 index is an ultra thin material.,Clear,-,Clear transparent lenses.,1250,1250,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,These lenses are, ,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,Clear transparent lenses.,1.67 index is an ultra thin material.
Atoric Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.74,1.74 index is the thinnest material.,Tint,Any Colour,Can be tinted to any colour.,1750,1750,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,These lenses are, ,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,Can be tinted to any colour.,1.74 index is the thinnest material.
Atoric Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.74,1.74 index is the thinnest material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,2050,2050,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,These lenses are, ,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,Changes to grey in the sun and back to clear when indoor.,1.74 index is the thinnest material.
Atoric Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.74,1.74 index is the thinnest material.,Clear,-,Clear transparent lenses.,1550,1550,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,These lenses are, ,The highest quality single vision lenses; made upon order and enhance peripheral view for astigmatism prescriptions,Clear transparent lenses.,1.74 index is the thinnest material.
Custom Single Vision Sv,Custom Sv,"Plus, Minus",Full Only,Full Only,1.56,1.56 index is a slightly thinner material.,Tint,Any Colour,Can be tinted to any colour.,950,950,Lenses that are made upon order to fit special sizes and curves,These lenses are, ,Lenses that are made upon order to fit special sizes and curves,Can be tinted to any colour.,1.56 index is a slightly thinner material.
Custom Single Vision Sv,Custom Sv,"Plus, Minus",Full Only,Full Only,1.56,1.56 index is a slightly thinner material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,1250,1250,Lenses that are made upon order to fit special sizes and curves,These lenses are, ,Lenses that are made upon order to fit special sizes and curves,Changes to grey in the sun and back to clear when indoor.,1.56 index is a slightly thinner material.
